Dish Name,Calories (kcal),Carbohydrates (g) per 100kcal,Protein (g) per 100kcal,Fats (g) per 100kcal,Free Sugar (g) per 100kcal,Fibre (g) per 100kcal,Sodium (mg) per 100kcal,Calcium (mg) per 100kcal,Iron (mg) per 100kcal,Vitamin C (mg) per 100kcal,Food Name,Type,Recommended Meal
Moti mahal dal (Urad rajmah mix dal),103.13,8.474740619,3.810724329,5.488218753,1.648404926,3.277416853,152.8265296,36.97275284,1.018132454,14.98109183,Moti mahal dal (Urad rajmah mix dal),Veg,Lunch/Dinner
Black channa curry/Bengal gram curry (Kale chane ki curry),140.68,10.02985499,4.030423657,4.698606767,1.677566107,5.67955644,254.9260734,38.2925789,1.727324424,10.75490475,Black channa curry/Bengal gram curry (Kale chane ki curry),Veg,Lunch/Dinner
Chickpeas curry (Safed channa curry),163.43,12.22541761,3.732484856,4.185278101,2.924799608,2.89420547,219.0479104,18.72973138,1.113626629,9.992045524,Chickpeas curry (Safed channa curry),Veg,Lunch/Dinner
Lobia curry,148.99,12.00080542,4.067387073,3.772065239,1.684676824,3.067319954,238.5462112,24.69964427,1.483321028,10.15504396,Lobia curry,Veg,Lunch/Dinner
Soyabean curry,163.28,4.140127389,6.387800098,6.240813327,1.629103381,4.495345419,216.0031847,39.88853503,1.708721215,9.266291034,Soyabean curry,Veg,Lunch/Dinner
Kidney bean curry (Rajmah curry),143.73,11.39636819,4.139706394,4.014471579,1.732414945,4.056216517,246.7125861,33.30550337,1.57935017,11.36158074,,,
Sambar,96.92,10.90590177,3.456458935,4.519191085,3.415187784,3.631861329,164.6099876,31.20099051,1.279405695,20.99669831,,,
Besan kadhi with pakodies,403.35,0.882608157,0.406594769,10.55906781,0.218172803,0.200818148,15.07375728,6.081566877,0.094210983,1.033841577,,,
Khatta channa,202.57,10.4358987,3.110036037,5.213012786,2.344868441,2.596633263,253.4037617,20.12637607,0.957693637,10.31248457,,,
Sprouted moong dal chat,32.47,18.50939329,4.157684016,0.9855251,4.835232522,4.157684016,268.1552202,50.93932861,2.710194025,119.4333231,,,
Potato cauliflower (Aloo gobhi),106.18,5.641363722,1.789414202,7.656809192,0.414390657,2.844226785,239.9321906,21.53889621,1.007722735,57.55321153,,,
Potato capsicum (Shimla mirch aloo),125.53,6.946546642,1.123237473,7.432486258,0.430176054,1.609177089,221.3972756,13.10443719,0.685095196,64.73352983,,,
Cabbage and peas (Pattagobhi aur matar),63.88,9.768315592,5.072010019,4.132748904,1.518472135,6.246086412,397.197871,71.22730119,1.72197871,85.84846587,,,
Carrot and fenugreek leaves (Gajar methi),61.92,6.734496124,3.391472868,6.153100775,3.407622739,7.154392765,424.5962532,208.0587855,4.392764858,83.70478036,,,
Potato fenugreek (Aloo methi),135.15,6.267110618,1.66481687,7.428782834,0.399556049,2.167961524,164.2101369,79.76322605,1.871994081,50.87680355,,,
Brinjal bhartha (Baingan ka bhartha),65.12,6.756756757,2.119164619,6.87960688,2.794840295,5.021498771,202.9330467,27.41093366,0.737100737,36.93181818,,,
Dry potato (Sookhe aloo),103.15,13.94086282,1.570528357,4.052350945,0.319922443,1.822588463,193.8826951,16.67474552,0.804653417,22.52060107,,,
Beans with coconut (Nariyal aur sem/phali; Beans thoran),131.63,3.335105979,1.990427714,8.653042619,1.564992783,4.24675226,206.3739269,39.44389577,1.018005014,4.581022563,,,
Cauliflower with coconut (Nariyal ke saath phoolgobhi),132.11,3.020210431,1.998334721,8.750283854,1.294375899,3.989099992,216.5316781,26.77314359,1.00673681,39.20218,,,
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),106.61,4.680611575,1.707156927,8.085545446,2.213676015,4.239752368,205.9844292,45.61485789,0.787918582,38.46731076,,,
Raw turnip with coconut,132.15,4.373817631,1.362088536,8.679530836,3.329549754,2.11123723,208.5130533,38.32765796,0.620507,16.38289822,,,
Raw papaya with coconut (Papaya thoran),132.75,4.203389831,1.16007533,8.602636535,2.877589454,3.246704331,203.8116761,25.41619586,0.617702448,19.11864407,,,
Stuffed okra (Bharwa bhindi),94.34,4.080983676,2.204791181,8.119567522,0.508797965,4.398982404,222.6309095,92.10303159,1.250794997,24.00890396,,,
Stuffed round gourd (Bharwa tinde),72.8,5.521978022,1.510989011,7.898351648,2.692307692,2.884615385,247.4587912,27.76098901,0.81043956,51.31868132,,,
Stuffed capsicum (Bharwa shimla mirch),90.94,9.08291181,1.47349901,6.267868925,1.330547614,2.210248516,191.2689686,16.68132835,0.670771938,81.64723994,,,
Stuffed brinjal (Bharwa baingan),93.0,4.258064516,1.64516129,8.311827957,0.989247312,4.397849462,228.9032258,26.20430108,0.806451613,1.215053763,,,
Stuffed tomatoes (Bharwa tamatar),93.35,6.630958757,3.513658275,6.491697911,2.870915908,2.356722014,177.6647027,63.37439743,0.664167113,30.24102839,,,
Pea potato curry (Aloo matar),100.92,9.651208878,3.448275862,5.083234245,1.843043995,3.577090765,153.4185493,20.90764962,1.010701546,69.37177963,,,
Pea paneer curry (Matar paneer),134.83,6.890157977,4.902469777,5.747978936,2.885114589,2.447526515,116.6950975,78.0241786,0.801008678,43.34346955,,,
Pea mushroom curry (Matar mushroom),93.3,7.942122186,4.147909968,5.530546624,1.950696677,4.137191854,166.6452304,24.3301179,1.03965702,62.63665595,,,
Pea curry (Matar ki sabzi),102.99,8.932906107,4.379065929,4.961646762,1.922516749,4.311098165,150.2573065,23.76929799,1.165161666,75.3859598,,,
Pea vadi curry,101.95,8.729769495,4.551250613,4.982834723,1.883276116,4.198136341,146.6503188,23.16821972,1.177047572,76.15497793,,,
Paneer curry,176.52,4.758667573,4.418762746,7.01336959,3.563335599,0.793111262,122.4167233,107.1040109,0.458871516,11.35282121,,,
Lotus stem curry (Kamal kakdi curry),110.34,8.374116368,1.386623165,6.570599964,1.894145369,2.845749502,196.7101686,24.0982418,1.549755302,36.2606489,,,
Gravy for kofta,125.59,5.024285373,1.393423043,8.241101999,2.969981686,1.560633808,249.1121905,31.57098495,0.597181304,13.57592165,,,
Pea kofta curry (Matar kofta curry),595.66,0.700063795,0.337440822,10.64197697,0.147735285,0.28539771,13.94587516,2.323473122,0.094013363,12.5339959,Pea kofta curry (Matar kofta curry),Veg,Lunch/Dinner
Spinach kofta curry (Palak kofta curry),571.78,0.62261709,0.190632761,10.75413621,0.143411802,0.160901046,18.27800902,5.12609745,0.145160726,11.20186086,Spinach kofta curry (Palak kofta curry),Veg,Lunch/Dinner
Paneer kofta curry,670.91,0.487397714,0.35623258,10.74063585,0.295121551,0.059620515,18.14252284,8.867061156,0.050677438,2.542814983,Paneer kofta curry,Veg,Lunch/Dinner
Lotus stem kofta curry (Kamal kakdi kofta curry),633.56,0.790769619,0.151524717,10.69511964,0.138897658,0.15941663,17.14281205,3.047856557,0.102594861,6.092556348,Lotus stem kofta curry (Kamal kakdi kofta curry),Veg,Lunch/Dinner
Raw banana kofta curry (Kela kofta curry),627.27,0.542031342,0.098841009,10.83743842,0.366668261,0.09405838,14.0928149,1.471455673,0.044637875,3.767117828,Raw banana kofta curry (Kela kofta curry),Veg,Lunch/Dinner
Cauliflower kofta curry (Phoolgobhi kofta curry),641.1,0.408672594,0.162221182,10.8594603,0.129464982,0.155981906,14.60770551,1.912338169,0.062392762,8.419903291,Cauliflower kofta curry (Phoolgobhi kofta curry),Veg,Lunch/Dinner
Cabbage kofta curry (Pattagobhi kofta curry),639.81,0.448570669,0.153170472,10.84697019,0.139103796,0.14066676,14.51212079,2.416342352,0.053140776,6.808271206,Cabbage kofta curry (Pattagobhi kofta curry),Veg,Lunch/Dinner
Ghiya/Lauki Kofta Curry,638.71,0.424292715,0.139343364,10.86565108,0.128383774,0.129949429,14.31479075,1.822423322,0.051666641,3.42408918,Ghiya/Lauki Kofta Curry,Veg,Lunch/Dinner
Spinach paneer kofta curry (Palak paneer kofta curry),606.03,0.485124499,0.235961916,10.79319506,0.191409666,0.12375625,16.39687804,6.222464234,0.112205666,7.81149448,Spinach paneer kofta curry (Palak paneer kofta curry),Veg,Lunch/Dinner
Vegetarian egg kofta curry,627.41,0.678981846,0.211982595,10.71707496,0.189668638,0.102006662,15.28346695,4.524951786,0.06216031,5.670932883,Vegetarian egg kofta curry,Veg,Lunch/Dinner
Baked vegetables,88.99,9.484211709,4.124058883,4.989324643,2.876727722,2.629508934,140.1281043,90.12248567,0.696707495,52.87110911,Baked vegetables,Veg,Any
Cauliflower musallam (Phoolgobhi musallam),58.83,7.615162332,3.212646609,6.034336223,2.906680265,5.201427843,209.6889342,41.83239844,1.410844807,121.4346422,Cauliflower musallam (Phoolgobhi musallam),Veg,Lunch/Dinner
Baked vegetables with spinach,77.79,8.908600077,4.139349531,5.180614475,2.686720658,2.995243605,157.9251832,101.0798303,1.491194241,101.4911942,Baked vegetables with spinach,Veg,Any
Baked potato with skin,135.77,8.182956471,2.526331296,6.260587759,1.222655962,0.883847684,261.1033365,66.33276865,0.368269868,8.750092067,Baked potato with skin,Veg,Any
Shepherd's pie (vegetarian),135.63,8.869719089,3.715992037,5.382290054,2.04969402,1.644179016,87.14886087,63.10550763,0.560348006,38.10366438,Shepherd's pie (vegetarian),Veg,Lunch/Dinner
Baked brinjal in tomato sauce,38.63,10.69117266,4.090085426,4.193631892,5.695055656,6.057468289,206.212788,67.92648201,0.828371732,177.0126844,Baked brinjal in tomato sauce,Veg,Lunch/Dinner
Dum aloo,682.33,0.488033649,0.102589656,10.84665778,0.104055223,0.099658523,26.94444037,2.416719183,0.052760395,4.307299987,Dum aloo,Veg,Lunch/Dinner
Spinach paneer (Palak paneer),77.68,5.702883625,5.187950566,6.127703399,3.282698249,2.458805355,214.8171988,145.7904222,2.381565396,77.51029866,Spinach paneer (Palak paneer),Veg,Lunch/Dinner
Methi chaman,475.62,0.584500231,0.323787898,10.7039233,0.376350868,0.111433497,11.55123838,12.73495648,0.132458686,13.30053404,Methi chaman,Veg,Lunch/Dinner
Sarson ka saag,87.84,6.067850638,3.415300546,6.671220401,0.853825137,4.200819672,188.3538251,153.0168488,2.766393443,67.82786885,Sarson ka saag,Veg,Lunch/Dinner
Jackfruit sabzi (Kathal ki sabzi),625.4,0.543652063,0.110329389,10.80908219,0.414134954,0.163095619,9.425967381,1.574992005,0.04317237,2.25615606,Jackfruit sabzi (Kathal ki sabzi),Veg,Lunch/Dinner
Avial,124.56,6.799935774,1.97495183,7.177263969,3.074823378,4.367373154,65.43031471,25.61014772,0.810854207,75.97944766,Avial,Veg,Lunch/Dinner
Al yakhani,147.54,3.151687678,1.938457367,8.906059374,2.412904975,0.860783516,139.7858208,70.40802494,0.311779856,3.666802223,Al yakhani,Non-Veg,Lunch/Dinner
Shahi paneer,156.5,4.242811502,3.233226837,7.884984026,3.201277955,0.89456869,137.6038339,80.11501597,0.396166134,19.69968051,Shahi paneer,Veg,Lunch/Dinner
Paneer in butter sauce,145.61,6.661630383,4.800494472,6.050408626,5.143877481,1.030149028,104.0107135,117.1554152,0.583751116,12.37552366,Paneer in butter sauce,Veg,Lunch/Dinner
Methi malai paneer,194.98,4.179915889,3.764488666,7.57000718,3.077238691,0.753923479,113.4270182,94.34813827,0.394912299,6.975074367,Methi malai paneer,Veg,Lunch/Dinner
Chilli paneer,777.51,0.425717997,0.270092989,10.80500572,0.192923564,0.064307855,11.45194274,5.517613921,0.046301655,0.626358503,Chilli paneer,Veg,Lunch/Dinner
Paneer makhana korma,775.82,0.596787915,0.417622644,10.66742286,0.237168415,0.027068134,9.926271558,9.395220541,0.070892733,0.082493362,Paneer makhana korma,Veg,Lunch/Dinner
Kadhai Paneer,107.99,6.796925641,4.009630521,6.306139457,5.130104639,1.916844152,133.651264,84.75784795,0.601907584,79.47958144,Kadhai Paneer,Veg,Lunch/Dinner
Roghan josh,139.59,3.531771617,6.848628125,6.46178093,1.905580629,1.490078086,146.3643527,80.47138047,1.26799914,8.890321656,Roghan josh,Non-Veg,Lunch/Dinner
Spinach mutton (Palak mutton),80.32,4.295318725,7.146414343,5.864043825,1.767928287,2.776394422,150.7719124,120.6175299,2.96314741,109.6987052,Spinach mutton (Palak mutton),Non-Veg,Lunch/Dinner
Pea keema curry (Matar keema ki sabzi),133.0,4.691729323,6.338345865,6.120300752,1.368421053,2.22556391,111.5639098,26.76691729,1.015037594,41.81954887,Pea keema curry (Matar keema ki sabzi),Non-Veg,Lunch/Dinner
Keema kofta curry,154.45,3.651667206,6.325671738,6.727096148,1.38556167,0.977662674,201.6898673,32.30171577,0.809323406,1.573324701,Keema kofta curry,Non-Veg,Lunch/Dinner
Kashmiri mutton koftas (Gushtaba),97.42,3.120509136,6.497639088,6.949291727,2.186409362,0.636419626,133.555738,53.92116608,0.872510778,3.305276124,Kashmiri mutton koftas (Gushtaba),Non-Veg,Lunch/Dinner
Mutton yakhni,104.13,0.806683953,7.941995582,7.3946029,0.124843945,0.643426486,97.0133487,85.09555363,1.594161145,0.086430424,Mutton yakhni,Non-Veg,Lunch/Dinner
Chicken yakhni,99.0,0.787878788,10.76767677,6.161616162,0.121212121,0.626262626,98.36363636,28.52525253,0.939393939,0.090909091,Chicken yakhni,Non-Veg,Lunch/Dinner
Mutton do piaza,183.3,2.258592471,5.122749591,7.861429351,1.582105837,1.052918712,64.71358429,64.70812875,0.889252591,4.048008729,Mutton do piaza,Non-Veg,Lunch/Dinner
Mutton chops,663.64,0.223012477,0.607256947,10.74528359,0.063287324,0.025616298,7.689409921,5.451750949,0.096437828,0.565065397,Mutton chops,Non-Veg,Lunch/Dinner
Shammi kebab,685.69,0.516268285,0.659190013,10.58933337,0.045209935,0.153130423,7.914655311,1.911942715,0.109378874,0.239175137,Shammi kebab,Non-Veg,Any
Scotch egg,676.89,0.282172879,0.598324691,10.72847878,0.044320347,0.053184417,13.39508635,2.220449408,0.088640695,0.382632333,Scotch egg,Non-Veg,Any
Shepherd's pie (with minced meat),142.78,5.645048326,5.217817622,6.219358454,1.190642947,0.735397114,138.1496008,14.91805575,0.588317692,13.55231825,Shepherd's pie (with minced meat),Non-Veg,Lunch/Dinner
Chicken curry,129.22,2.615694165,9.123974617,5.858226281,1.385234484,1.091162359,83.57839344,21.11902182,0.673270392,12.99334468,Chicken curry,Non-Veg,Lunch/Dinner
Tandoori chicken,145.2,1.611570248,11.19834711,5.461432507,1.08815427,0.344352617,108.815427,30.53030303,0.619834711,27.22451791,Tandoori chicken,Non-Veg,Lunch/Dinner
Butter chicken,137.0,2.729927007,7.97080292,6.350364964,1.729927007,0.96350365,19.13138686,18.45255474,0.671532847,23.83211679,Butter chicken,Non-Veg,Lunch/Dinner
Chicken kebab,729.41,0.152177788,0.508630263,10.81559068,0.032903305,0.028790392,9.563894106,0.474355986,0.03838719,0.056209813,Chicken kebab,Non-Veg,Any
Chilli chicken,198.83,1.438414726,4.813156968,8.32872303,0.467736257,0.49791279,112.5333199,6.523160489,0.33194186,27.75738068,Chilli chicken,Non-Veg,Lunch/Dinner
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),125.03,2.007518196,9.181796369,6.086539231,0.927777333,0.903783092,86.02735344,12.86891146,0.511877149,8.621930737,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),Non-Veg,Lunch/Dinner
Fish curry (Machli curry),111.13,3.392423288,7.882659948,6.019976604,1.817690993,1.700710879,166.2107442,46.84603617,0.980833258,20.22856114,Fish curry (Machli curry),Non-Veg,Lunch/Dinner
Fried fish (Indian style) (Tali hui machli),658.54,0.819995748,0.66055213,10.45950132,0.060740426,0.092629149,23.83150606,1.687065326,0.085036596,1.096364686,Fried fish (Indian style) (Tali hui machli),Non-Veg,Lunch/Dinner
Fried fish and Chips (English Style) (Tali hui machli aur chips),651.75,0.42500959,0.515535098,10.69275029,0.026083621,0.044495589,11.1591868,1.006520905,0.039892597,3.400076717,Fried fish and Chips (English Style) (Tali hui machli aur chips),Non-Veg,Any
Tomato fish,489.79,0.649257845,0.48796423,10.59841973,0.275628331,0.147001776,18.67535066,1.318932604,0.049000592,15.33106025,Tomato fish,Non-Veg,Lunch/Dinner
Baked fish with cheese sauce,113.96,3.562653563,7.581607582,6.16005616,2.825552826,0.07020007,183.8188838,101.4742015,0.228150228,8.748683749,Baked fish with cheese sauce,Non-Veg,Lunch/Dinner
Fish tikka,117.33,3.332481036,13.63675104,3.537032302,1.005710389,1.005710389,429.0803716,27.25645615,1.201738686,0.767067246,Fish tikka,Non-Veg,Any
Tandoori fish,95.98,2.46926443,11.65867889,4.834340488,1.667013961,0.604292561,129.131069,38.83100646,0.479266514,20.48343405,Tandoori fish,Non-Veg,Lunch/Dinner
"Paneer, apple and pineapple salad",95.08,8.78207825,4.080774085,5.332351704,6.689103912,1.735380732,185.769878,108.3824148,0.883466554,26.60917122,"Paneer, apple and pineapple salad",Veg,Any
Russian salad,114.83,5.66054167,3.709831925,6.827484107,1.445615257,2.238091091,88.03448576,30.41017156,1.071148655,43.1594531,Russian salad,Veg,Any
Pasta salad,190.36,6.671569657,2.180079849,7.312460601,1.365833158,0.504307628,80.01155705,35.05988653,0.425509561,20.37192688,Pasta salad,Veg,Any
Deviled egg,98.56,2.262581169,5.042613636,7.832792208,0.831980519,1.166801948,119.0036526,37.37824675,1.532061688,18.68912338,Deviled egg,Non-Veg,Any
Hawain salad,175.23,8.189237003,2.436797352,6.488614963,2.990355533,2.24276665,37.04845061,34.8285111,0.639159961,29.53261428,Hawain salad,Veg,Any
Mixed pulse and vegetable salad,83.12,16.79499519,5.702598653,1.010587103,1.636188643,3.561116458,153.7295476,62.11501444,2.562560154,28.65736285,Mixed pulse and vegetable salad,Veg,Any
Sprouted moong salad,37.81,14.49352023,6.056598783,1.957154192,5.633430309,2.512562814,307.8021687,144.3004496,3.834964295,73.63131447,Sprouted moong salad,Veg,Any
Tossed salad,62.96,7.862134689,1.620076239,6.702668361,2.477763659,3.414866582,123.094028,51.41359593,1.365946633,136.1181703,Tossed salad,Veg,Any
Mixed vegetable salad with curd sauce,60.28,11.66224287,7.01725282,2.488387525,3.583278036,6.287325813,193.5301924,108.6761778,2.239548772,62.59124088,Mixed vegetable salad with curd sauce,Veg,Any
Potato salad (Aloo ka salaad),89.91,12.44577911,1.557112668,4.893782672,4.382159938,1.468134801,139.039039,28.4840396,1.101101101,65.3764876,Potato salad (Aloo ka salaad),Veg,Any
Waldroff salad,141.75,7.774250441,1.037037037,7.08994709,5.805996473,1.319223986,9.467372134,20.66313933,0.754850088,15.11816578,Waldroff salad,Veg,Any
Coleslaw,76.71,7.287185504,1.616477643,6.935210533,4.719071829,3.050449746,38.93886064,48.23360709,0.821274932,29.97001695,Coleslaw,Veg,Any
Fruit salad (Phalon ka salaad),78.14,20.42487842,1.164576401,1.56130023,12.51599693,2.022011774,9.099052982,33.18402867,1.036600973,67.12311236,Fruit salad (Phalon ka salaad),Veg,Any
Tomato onion raita (Tamatar aur pyaaz ka raita),59.0,12.0,6.338983051,3.118644068,10.13559322,1.644067797,280.0169492,204.440678,0.440677966,25.49152542,Tomato onion raita (Tamatar aur pyaaz ka raita),Veg,Lunch/Dinner
Peanut raita (Mungfali ka raita),150.39,6.183921803,5.711815945,5.971141698,4.727707959,1.256732496,156.8122881,116.0981448,0.492053993,1.722188975,Peanut raita (Mungfali ka raita),Veg,Lunch/Dinner
Sprouted moong raita,60.89,10.06733454,7.587452784,3.596649696,9.180489407,0.262768928,310.7242569,229.0031204,1.412382986,5.895877812,Sprouted moong raita,Veg,Lunch/Dinner
Bottle gourd raita (Ghiya/Lauki ka raita),56.31,10.22908897,7.068016338,3.676078849,9.323388386,1.509500977,334.5231753,245.533653,0.408453205,8.45320547,Bottle gourd raita (Ghiya/Lauki ka raita),Veg,Lunch/Dinner
Cucumber raita (Kheere ka raita),59.13,10.73904955,6.832403179,3.517672924,8.828006088,1.454422459,321.2582445,234.3649586,0.490444783,9.555217318,Cucumber raita (Kheere ka raita),Veg,Lunch/Dinner
Carrot and spinach raita (Gajar aur palak ka raita),56.83,10.2586662,7.038535985,3.501671652,8.674995601,2.445891255,318.1242302,250.8710188,1.830019356,33.94333979,Carrot and spinach raita (Gajar aur palak ka raita),Veg,Lunch/Dinner
Mint raita (Pudinay ka raita),77.59,9.859517979,7.268977961,3.814924604,9.64041758,0.438200799,353.6280449,255.4710659,0.476865575,3.789148086,Mint raita (Pudinay ka raita),Veg,Lunch/Dinner
Potato raita (Aloo ka raita),75.38,13.58450517,5.598301937,2.70628814,6.739188114,0.994958875,243.2608119,175.5240117,0.451048023,20.33695941,Potato raita (Aloo ka raita),Veg,Lunch/Dinner
Boondi raita,687.72,0.575815739,0.318443553,10.73547374,0.273367068,0.066887687,14.42156692,7.12499273,0.034897924,0.111964171,Boondi raita,Veg,Lunch/Dinner
Sweet raita (Meetha raita),99.24,18.06731157,3.264812576,1.7936316,15.47762999,1.027811366,43.30914954,109.7440548,0.211608222,5.239822652,Sweet raita (Meetha raita),Veg,Lunch/Dinner
Dahi vadas/Dahi bhalla,667.73,0.822188609,0.443292948,10.54318362,0.266574813,0.145268297,11.83112935,7.342788253,0.073382954,0.085363845,Dahi vadas/Dahi bhalla,Veg,Lunch/Dinner
Gunjia,667.34,0.851140348,0.446548986,10.53136332,0.307189738,0.169328978,11.67321006,7.216711122,0.074924326,0.076422813,Gunjia,Veg,Any
Saunth/Sonth chutney with tamarind/imli,141.53,23.70522151,0.713629619,0.105984597,22.12251819,0.657104501,172.6701053,38.67731223,1.914788384,0.063590758,Saunth/Sonth chutney with tamarind/imli,Veg,Lunch/Dinner
Rice kheer (Chawal ki kheer),75.03,13.39464214,3.06544049,3.958416633,10.68905771,0.226576036,21.64467546,100.7197121,0.226576036,6.743969079,Rice kheer (Chawal ki kheer),Veg,Dinner
Makhana kheer,107.85,11.94251275,3.069077422,4.636068614,10.70004636,0.10199351,21.69680111,103.51414,0.259619842,4.691701437,Makhana kheer,Veg,Dinner
Vermicelli kheer (Semiya/Seviyan ki kheer),120.07,13.21728991,2.790039144,4.164237528,10.6521196,0.416423753,18.75572583,87.28241859,0.249854252,3.381360873,Vermicelli kheer (Semiya/Seviyan ki kheer),Veg,Dinner
Semolina kheer (Suji/Rava kheer),113.21,14.02702941,3.029767688,3.709919618,11.37708683,0.450490239,20.01589966,93.62247151,0.300326826,3.586255631,Semolina kheer (Suji/Rava kheer),Veg,Dinner
Paneer kheer,105.31,9.524261704,4.301585794,5.099230842,9.372329313,0.066470421,22.6094388,137.3658722,0.246890134,4.804861836,Paneer kheer,Veg,Dinner
Cabbage kheer (Pattagobhi ki kheer),83.51,11.65129925,3.436714166,4.550353251,11.11244162,0.610705305,27.14644953,123.0271824,0.287390732,20.78792959,Cabbage kheer (Pattagobhi ki kheer),Veg,Dinner
Carrot kheer (Gajar ki kheer),85.35,11.82190978,3.292325718,4.510837727,11.28295255,0.855301699,33.43878149,117.3052138,0.328060926,7.662565905,Carrot kheer (Gajar ki kheer),Veg,Dinner
Cauliflower kheer (Phoolgobhi ki kheer),81.95,10.71384991,3.709579012,4.820012203,10.35997559,0.67114094,30.73825503,124.1610738,0.366076876,29.18852959,Cauliflower kheer (Phoolgobhi ki kheer),Veg,Dinner
Moong dal kheer,77.16,12.81752203,3.823224469,3.849144635,10.26438569,0.518403318,21.17677553,98.05598756,0.362882322,6.55780197,Moong dal kheer,Veg,Dinner
Phirni,116.12,13.87357906,3.00551154,3.737512918,9.292111609,0.310024113,19.35067172,90.05339304,0.198070961,4.340337582,Phirni,Veg,Dinner
Semolina halwa (Suji ka halwa),225.65,10.93286062,0.957234655,5.929536893,6.195435409,0.824285398,0.567250166,5.216042544,0.288056725,0.02215821,Semolina halwa (Suji ka halwa),Veg,Any
Shahi suji halwa,382.34,11.62316263,0.910184652,5.683423131,7.116702411,0.774180049,0.570173144,4.875241931,0.256316368,0.005230946,Shahi suji halwa,Veg,Any
Carrot halwa (Gajar ka halwa),172.64,10.73331789,1.801436515,5.636005561,9.760194625,1.534986098,23.14643188,61.94392956,0.440222428,3.782437442,Carrot halwa (Gajar ka halwa),Veg,Any
Egg halwa (Ande ka halwa),299.74,13.2081137,2.618936412,4.47387736,12.6276106,0.163475012,27.70401014,11.93367585,0.483752586,0.0,Egg halwa (Ande ka halwa),Non-Veg,Any
Potato halwa (Aloo ka halwa),151.66,19.24040617,1.008835553,2.294606356,11.48621917,1.081366214,2.789133588,9.330080443,0.415402875,19.10853224,Potato halwa (Aloo ka halwa),Veg,Any
Pumpkin halwa (Kaddu ka halwa),190.27,14.50570242,0.699006675,4.630262259,14.00115625,1.560939717,4.25185263,12.79234772,0.331108425,4.246596941,Pumpkin halwa (Kaddu ka halwa),Veg,Any
Moong dal halwa,349.8,11.50085763,2.38707833,5.054316752,7.315608919,0.757575758,3.19897084,31.56089194,0.431675243,0.008576329,Moong dal halwa,Veg,Any
Caramel custard (steamed),121.58,12.35400559,4.087843395,4.005593025,12.32110544,0.0,35.83648626,72.47902616,0.419476888,2.483961178,Caramel custard (steamed),Veg,Any
Baked custard,106.53,8.870740636,5.078381677,4.975124378,8.842579555,0.0,44.24105886,89.47714259,0.506899465,2.834882193,Baked custard,Veg,Any
Soft Custard (stirred),109.18,10.24912988,4.588752519,4.643707639,10.21249313,0.0,111.8977835,87.76332662,0.448800147,3.315625572,Soft Custard (stirred),Veg,Any
Chocolate ice cream,177.7,8.671918965,2.515475521,6.330894766,8.626899268,0.0,20.70343275,47.40574001,0.264490715,2.284749578,Chocolate ice cream,Veg,Any
Mango ice cream,125.69,8.863075821,2.705068025,6.062534808,8.75964675,0.413716286,23.1760681,53.44100565,0.310287215,35.78645875,Mango ice cream,Veg,Any
Fruit Ice cream (Phalon ka Ice cream),171.46,9.360783856,2.548699405,6.05389012,8.182666511,0.192464715,22.61752012,54.44418523,0.209961507,2.344570162,Fruit Ice cream (Phalon ka Ice cream),Veg,Any
Caramel ice cream,173.52,8.535039189,2.483863532,6.425772245,8.36791148,0.046104195,19.28884278,50.32272937,0.201705855,1.88450899,Caramel ice cream,Veg,Any
Lemon souffle,168.51,7.969853421,4.12438431,5.946234645,6.92540502,0.0,30.10503828,35.49344253,0.332324491,7.655332028,Lemon souffle,Veg,Any
Orange souffle,168.28,8.438317091,4.040884241,5.78202995,7.315188971,0.13073449,29.24887093,35.08438317,0.386260994,11.3857856,Orange souffle,Veg,Any
Vanilla souffle,187.85,7.867979771,4.104338568,5.95688049,6.845887676,0.0,30.19962736,37.58317807,0.308756987,0.692041522,Vanilla souffle,Veg,Any
Chocolate souffle,189.32,7.785759561,4.162264948,6.000422565,6.702936827,0.0,29.61652229,37.79315445,0.37502641,0.686668075,Chocolate souffle,Veg,Any
Pineapple souffle,196.14,7.912715407,4.109309677,5.975323748,6.857346793,0.0,30.16722749,34.27653717,0.311002345,0.50983991,Pineapple souffle,Veg,Any
Apple mousse,106.92,11.94350917,3.937523382,3.993640105,9.87654321,1.496445941,26.92667415,31.57500935,0.448933782,13.54283577,Apple mousse,Veg,Any
Rich chocolate mousse,188.26,5.757994263,4.228195049,6.475087645,5.471156911,0.0,27.46733241,28.99713163,0.515244874,0.371826198,Rich chocolate mousse,Veg,Any
Mango mousse,124.98,7.313170107,2.568410946,6.777084333,7.113138102,0.704112658,15.69851176,41.11057769,0.280044807,34.21347416,Mango mousse,Veg,Any
Orange and pineapple cream,101.18,11.82051789,1.423206167,5.366673256,11.2373987,1.017987745,10.05139356,34.59181656,0.405218423,19.65803518,Orange and pineapple cream,Veg,Any
Charlotte rousse,188.29,18.09973976,2.097827819,2.538637209,10.87683892,0.536406607,29.98034946,18.56179298,0.281480695,13.42609804,Charlotte rousse,Veg,Any
Triffle pudding,116.97,15.59374199,2.50491579,3.359835855,11.8748397,0.102590408,23.04009575,41.65170557,0.401812431,16.50850645,Triffle pudding,Veg,Any
